ID;Nombre;ID regra de impuestos;Precio impuestos incluidos;En oferta;Valor del descuento;Porcentaje de descuento;Descuento desde fecha;Descuento hasta fecha;Referencia Nº;Referencia Nº Proveedor;Precio impuestos excluidos;Marca;EAN13;UPC;Ecotasa;Anchura;Altura;Profundidad;Peso;Plazo de entrega con stock;Plazo de entrega sin stock;Cantidad;Cantidad minima;Nivel de stock bajo;Enviame un correo cuando stock bajo;Visible;Costo adicional de envio;Unidad precio;Precio unitario;Resumen;Descripcion larga;Etiquetas;Meta-titulo;meta-keywords;meta-descripcion;url-reescrita;etiqueta con stock;etiqueta en espera;disponible pedidos;fecha disponible;fecha creacion;mostrar precio;URL's de las imágenes;Texto alternativo;Elimine las imagenes existentes;Caracteristicas;Solo disponible por internet
;Parlante portatil Philips bt110b 4w rms bluetooth/microfono p/llamadas/resisteag;1;257000;;;;;;ELPHBT110B;;;PHILIPS;4,89519E+12;;;8;15;11;0,33;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELPHBT110B.jpg;;;Marca:PHILIPS&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Parlante portatil Philips bt2200b 2/8w rms bluetooth/mic p/llamadas/resisteagua/;1;363000;;;;;;ELPHBT2200B;;;PHILIPS;4,89519E+12;;;72;68;114;139,54;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELPHBT2200B.jpg;;;Marca:PHILIPS&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Parlante portatil Philips bt50w 2w rms entrada de audio/bluetooth;1;182000;;;;;;ELPHBT50W;;;PHILIPS;4,89519E+12;;;95;142;82;276,55;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELPHBT50W.jpg;;;Marca:PHILIPS&Producto:SPEAKER&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Parlantes Aiwa 6x9 de 4 vias 65-20khz 180w;1;243000;;;;;;ELAW6994-RT;;;AIWA;7,45008E+12;;;382;31;145;429,27;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW6994-RT.jpg;;;Marca:AIWA&Producto:PARLANTES&Segmento:ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Parlantes Aiwa 6,5 de 4 vias 65-20khz 120w;1;162000;;;;;;ELAW1604-RT;;;AIWA;7,45008E+12;;;39;44;13;5,58;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAW1604-RT.jpg;;;Marca:AIWA&Producto:PARLANTES&Segmento:ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Plancha vapor b+d irbd100-cl base nonstick vapor variable 1100w220v;1;84000;;;;;;EDBPIRBD100CL-RT;;;BLACK & DECKER;50875816848;;;3023;1397;127;134084,41;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDBPIRBD100CL-RT.jpg;;;Marca:BLACK & DECKER&Producto:PLANCHAS DE ROPA&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Plancha vapor Philips gc1432/40 25g/m nonstick sur a/sarro roc 220ml 2000w240v;1;179000;;;;;;EDPHPGC143240-RT;;;PHILIPS;8,7101E+12;;;29;146;127;134,43;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPHPGC143240-RT.jpg;;;Marca:PHILIPS&Producto:PLANCHAS DE ROPA&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Plancha vapor Philips gc1439/20 25g/m ceramic sur a/sarro roc 220ml 2000w240v;1;234000;;;;;;EDPHPGC143920-RT;;;PHILIPS;8,7101E+12;;;29;146;127;134,43;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPHPGC143920-RT.jpg;;;Marca:PHILIPS&Producto:PLANCHAS DE ROPA&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Plancha vapor Philips gc1750/20 placa vitroceramica 220ml 2000w 220v;1;250000;;;;;;EDPPGC175020-RT;;;PHILIPS;8,7101E+12;;;29;156;129;145,9;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPPGC175020-RT.jpg;;;Marca:PHILIPS&Producto:PLANCHAS DE ROPA&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Plancha vapor Philips gc2145/20 easyspeed plus ceramic 270ml 2100w 240v;1;285000;;;;;;EDPPGC214520-RT;;;PHILIPS;8,7101E+12;;;305;16;13;15,86;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPPGC214520-RT.jpg;;;Marca:PHILIPS&Producto:PLANCHAS DE ROPA&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Plancha vapor Philips gc2990/20 40g/m steamglide sur a/sar roc 320ml 2300w240v;1;366000;;;;;;EDPHPGC299020-RT;;;PHILIPS;8,7101E+12;;;328;163;129;1724,21;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPHPGC299020-RT.jpg;;;Marca:PHILIPS&Producto:PLANCHAS DE ROPA&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Plancha vapor Philips gc2994/20 base steamglide 320ml 2400w 220v;1;544000;;;;;;EDPPGC299420-RT;;;PHILIPS;8,7101E+12;;;332;167;137;1898,96;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPPGC299420-RT.jpg;;;Marca:PHILIPS&Producto:PLANCHAS DE ROPA&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Plancha vapor Philips gc3920/20 perfectcare optimaltemp 300ml 2500w 240v;1;820000;;;;;;EDPPGC392020-RT;;;PHILIPS;8,7101E+12;;;332;167;137;1898,96;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPPGC392020-RT.jpg;;;Marca:PHILIPS&Producto:PLANCHAS DE ROPA&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Plancha vapor Philips gc6833/30 110g/m steamglide plus 1/3l 2400w220v;1;1336000;;;;;;EDPPGC683330-RT;;;PHILIPS;8,7101E+12;;;235;27;398;631,33;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPPGC683330-RT.jpg;;;Marca:PHILIPS&Producto:PLANCHAS DE ROPA&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Plancha vertical Philips gc514/40 32g/m placa xl 3 aju vapor 1/6l 1600w220v;1;793000;;;;;;EDPVRGC51440-RT;;;PHILIPS;8,7101E+12;;;415;345;35;1252,78;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPVRGC51440-RT.jpg;;;Marca:PHILIPS&Producto:PLANCHAS DE ROPA&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Procesadora black&decker fp1700b-cl bot on/off+pul bol 2l cuc inx 3 acc 450w220v;1;268000;;;;;;EDBDPFP1700BCL;;;BLACK & DECKER;50875817487;;;361;192;273;4730,54;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDBDPFP1700BCL.jpg;;;Marca:BLACK & DECKER&Producto:PROCESADORES&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Procesadora Philips hr-7627/00 2vel+tur bol 2l cuchi inox acce+ 15 func 650w220v;1;536000;;;;;;EDPHPHR762700;;;PHILIPS;8,7101E+12;;;255;275;345;6048,28;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPHPHR762700.jpg;;;Marca:PHILIPS&Producto:PROCESADORES&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Procesadora Philips hr7627/00 2v+tur bol 2l cuchi inox acc p/+ 15 func 650w220v;1;536000;;;;;;EDPPHR762700-RT;;;PHILIPS;8,7101E+12;;;255;275;345;6048,28;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPPHR762700-RT.jpg;;;Marca:PHILIPS&Producto:PROCESADORES&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Procesadora Philips walita ri7630/90 2v 21 func c/jarra 600w220v;1;592000;;;;;;EDPPRI763090;;;PHILIPS;8,7101E+12;;;25;44;333;91,58;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPPRI763090.jpg;;;Marca:PHILIPS&Producto:PROCESADORES&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Pulverizador manual Ducati dsp2000;1;182000;;;;;;GFDUDSP2000;;;DUCATI;8,43469E+12;;;35;535;425;1989,53;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/GFDUDSP2000.jpg;;;Marca:DUCATI&Producto:CUIDADO Y LIMPIEZA&Segmento:CAMPO Y JARDIN&Vendedor:Sara Comercial;
;Quita pelusas Philips gc026/00 electrico todo tipo ropa pila aa;1;60000;;;;;;EDPQGC02600-RT;;;PHILIPS;8,7101E+12;;;84;173;102;370,57;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPQGC02600-RT.jpg;;;Marca:PHILIPS&Producto:QUITAPELUSAS DE ROPA&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Sandwichera b+d sm2000w-cl placa cut sella luz antiadherente 700w220v;1;123000;;;;;;EDBSM2000WCL-RT;;;BLACK & DECKER;50875814837;;;259;32;145;300,44;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDBSM2000WCL-RT.jpg;;;Marca:BLACK & DECKER&Producto:SANDWICHERAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Sandwichera Philips hd2393/04 placa corte/sellado luz pil an/adherente 820w220v;1;247000;;;;;;EDPHSHD239304-RT;;;PHILIPS;8,7101E+12;;;268;276;131;2422,45;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPHSHD239304-RT.jpg;;;Marca:PHILIPS&Producto:SANDWICHERAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Secador de pelo Philips bhc010/10 3 vel para viaje 1200w 220v;1;126000;;;;;;EDPCSBHC01010-RT;;;PHILIPS;8,7101E+12;;;114;22;77;48,28;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPCSBHC01010-RT.jpg;;;Marca:PHILIPS&Producto:SECADORES DE CABELLO&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial;
;Secador de pelo Philips bhd004/10 golpe frio 1800w 220v;1;187000;;;;;;EDPCSBHD00410-RT;;;PHILIPS;8,7101E+12;;;289;184;93;1236,34;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPCSBHD00410-RT.jpg;;;Marca:PHILIPS&Producto:SECADORES DE CABELLO&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial;
;Secador de pelo Philips bhd006/00 3 ve/cal gp frio mango plegable 1600w 110-240v;1;202000;;;;;;EDPCPSPBHD00600-RT;;;PHILIPS;8,7101E+12;;;135;253;85;725,79;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPCPSPBHD00600-RT.jpg;;;Marca:PHILIPS&Producto:SECADORES DE CABELLO&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial;
;Secador de pelo Philips bhd007/00 3v/cal gp frio ion man plegable 1800w 110-240v;1;228000;;;;;;EDPCPSPBHD00700-RT;;;PHILIPS;8,7101E+12;;;135;253;85;725,79;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPCPSPBHD00700-RT.jpg;;;Marca:PHILIPS&Producto:SECADORES DE CABELLO&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial;
;Secador de pelo Philips hp8217/00 thermoprotect 6 vel 2200w;1;212000;;;;;;EDPCHP821700-RT;;;PHILIPS;8,7101E+12;;;31;23;11;1,96;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPCHP821700-RT.jpg;;;Marca:PHILIPS&Producto:SECADORES DE CABELLO&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial;
;Secador de pelo Philips hp8230/00 6 vel/cal gp frio 2100w 220v;1;180000;;;;;;EDPCPSPHP823000-RT;;;PHILIPS;8,7101E+12;;;31;23;11;1,96;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPCPSPHP823000-RT.jpg;;;Marca:PHILIPS&Producto:SECADORES DE CABELLO&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial;
;Secador de pelo Philips hp8232/00 6 vel/cal gp frio ion difusor 2200w 220v;1;282000;;;;;;EDPCPSPHP823200-RT;;;PHILIPS;8,7101E+12;;;31;23;11;1,96;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPCPSPHP823200-RT.jpg;;;Marca:PHILIPS&Producto:SECADORES DE CABELLO&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial;
;Secarropas Mabe sem81bdby 9kgs carga frontal blanco;1;1731000;;;;;;EDMSEM81BDBY;;;MABE;7,57638E+11;;;595;84;545;6809,78;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/\\192.168.88.15\inventiva\imagenes\manuales\explod_view\EDMSEM81BDBY.pdf;;;Marca:MABE&Producto:SECARROPAS CARGA FRONTAL&Segmento:LAVADO/SECADO&Vendedor:Sara Comercial;
;Set Philips bhh811/00 alisador + ondulador 5 acc 210°c ceramic 220v;1;394000;;;;;;EDPCBHH81100-RT;;;PHILIPS;8,7101E+12;;;9;24;122;6,59;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPCBHH81100-RT.jpg;;;Marca:PHILIPS&Producto:COMBOS&Segmento:CUIDADO PERSONAL&Vendedor:Sara Comercial;
;Soplador aspirador Ducati dbl-va2800;1;1296000;;;;;;GFDUDBLVA2800;;;DUCATI;8,43548E+12;;;38;375;525;1870,31;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/GFDUDBLVA2800.jpg;;;Marca:DUCATI&Producto:SOPLADORES&Segmento:MAQUINARIAS&Vendedor:Sara Comercial;
;Soplador mochila Ducati dbl-bp7600;1;2329000;;;;;;GFDUDBLBP7600;;;DUCATI;8,43548E+12;;;385;495;492;23440,73;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/GFDUDBLBP7600.jpg;;;Marca:DUCATI&Producto:SOPLADORES&Segmento:MAQUINARIAS&Vendedor:Sara Comercial;
;Soup maker Philips hr2203/80 jar inox 1/2l 4racion 5prog licua manual 1000w220v;1;800000;;;;;;EDPHSMHR220380-RT;;;PHILIPS;8,7101E+12;;;22;34;22;4,11;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPHSMHR220380-RT.jpg;;;Marca:PHILIPS&Producto:LICUADORAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Televisor Aiwa aw-39b4sm isdb-t smart fhd c/dolby linux hdmi/usb/rms;1;1933000;;;;;;TVAW39B4SM-RT;;;AIWA;7,45008E+12;;;15;625;985;2308,59;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/TVAW39B4SM-RT.jpg;;;Marca:AIWA&Producto:LEDS&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Televisor Aiwa aw-43b4smfl isdb-t smart fhd c/dolby linux frameless hdmi;1;2594000;;;;;;TVAW43B4SMFL-RT;;;AIWA;7,45008E+12;;;135;655;1085;23985,28;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/TVAW43B4SMFL-RT.jpg;;;Marca:AIWA&Producto:LEDS&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Televisor Aiwa aw-55b4kfl isdb-t smart uhd c/dolby linux frameless hdmi;1;3706000;;;;;;TVAW55B4KFL-RT;;;AIWA;7,45008E+12;;;19;845;1375;5518,91;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/TVAW55B4KFL-RT.jpg;;;Marca:AIWA&Producto:LEDS&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Televisor Aiwa aw-58b4k d-isdb-t smart 4k uhd c/dolby hdmi/usb/wifi/audio in;1;3989000;;;;;;TVAW58B4K-RT;;;AIWA;7,45008E+12;;;15;87;146;47,63;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/TVAW58B4K-RT.jpg;;;Marca:AIWA&Producto:LEDS&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Televisor Aiwa aw-65b4k d-isdb-t smart 4k uhd c/dolby hdmi/usb/wifi/audio in;1;5589000;;;;;;TVAW65B4K-RT;;;AIWA;7,45008E+12;;;18;98;162;71,44;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/TVAW65B4K-RT.jpg;;;Marca:AIWA&Producto:LEDS&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Tijera Ducati 2 manos 90cm;1;475000;;;;;;GFDUDPS90;;;DUCATI;8,41349E+12;;;0;0;0;0;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/GFDUDPS90.jpg;;;Marca:DUCATI&Producto:CUIDADO Y LIMPIEZA&Segmento:CAMPO Y JARDIN&Vendedor:Sara Comercial;
;Tijera poda profesional Ducati bypass;1;243000;;;;;;GFDUDPS1;;;DUCATI;8,03399E+12;;;37;62;35;20,07;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/GFDUDPS1.JPG;;;Marca:DUCATI&Producto:CUIDADO Y LIMPIEZA&Segmento:CAMPO Y JARDIN&Vendedor:Sara Comercial;
;Tijera poda profesional Ducati yunque;1;248000;;;;;;GFDUDPS6;;;DUCATI;8,03399E+12;;;37;62;35;20,07;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/GFDUDPS6.JPG;;;Marca:DUCATI&Producto:CUIDADO Y LIMPIEZA&Segmento:CAMPO Y JARDIN&Vendedor:Sara Comercial;
;Torre de sonido Aiwa aw-pov2 200w rms dj on top bt/usb/aux/mic/eq;1;1468000;;;;;;ELAWPOV2-RT;;;AIWA;7,45304E+12;;;345;91;39;306,1;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWPOV2-RT.jpg;;;Marca:AIWA&Producto:PARLANTES ACT. ELECTRICOS&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Tostadora b+d tr200bd-cl 2 ran 6 niv tostado bandeja p/ miga 750w220v;1;84000;;;;;;EDBTTR200BDCL-RT;;;BLACK & DECKER;50875816770;;;15;30;23;2,59;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDBTTR200BDCL-RT.jpg;;;Marca:BLACK & DECKER&Producto:TOSTADORAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Tostadora Philips hd2581/94 2 ran 8 niv tos rejilla band p/miga 900w240v;1;207000;;;;;;EDPTHD258194-RT;;;PHILIPS;8,7101E+12;;;304;214;184;2992,58;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPTHD258194-RT.jpg;;;Marca:PHILIPS&Producto:TOSTADORAS&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Tripode para parlante Aiwa aw-mpro15;1;60000;;;;;;ELAWBTES30-RT;;;AIWA;;;;13;12;695;27,11;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/ELAWBTES30-RT.jpg;;;Marca:AIWA&Producto:PARLANTES ACT. ELECTRICOS&Segmento:TV/AUDIO/VIDEO&Vendedor:Sara Comercial;
;Vaporera Philips hd9140/91 9l temp preestablecidos pot sabor 2 acc 900w220v;1;674000;;;;;;EDPHVHD914091-RT;;;PHILIPS;8,7101E+12;;;285;332;285;6741,68;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPHVHD914091-RT.jpg;;;Marca:PHILIPS&Producto:COCCION AL VAPOR&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
;Vaporizador de ropa Philips gc518/20 32g/m placa xl 5 aju vapor 1/6l 1600w220v;1;822000;;;;;;EDPVRGC51820-RT;;;PHILIPS;8,7101E+12;;;415;345;35;1252,78;;;3;;;;;;;;;;;;;;;;;;;;;http://181.40.23.235:8199/files/imagenes/productos/EDPVRGC51820-RT.jpg;;;Marca:PHILIPS&Producto:PLANCHAS DE ROPA&Segmento:PEQUEÑOS ELECTRODOMESTICOS&Vendedor:Sara Comercial;
